attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_utilization_ratio,total_trans_amt_avg
0,63,M,0,Graduate,Married,$60K - $80K,Blue,55,4,1,4,3556,2517,0.983,0.6,0.708,40
0,60,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2661,1466,0.631,0.316,0.551,54
0,53,F,2,Uneducated,Married,Less than $40K,Blue,36,6,1,4,3506,1405,0.766,0.655,0.401,41
0,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066,1699,0.624,0.536,0.822,44
0,53,M,1,Post-Graduate,Married,$120K +,Blue,42,4,1,4,8329,877,0.432,0.333,0.105,28
0,58,M,2,Graduate,Married,Less than $40K,Blue,48,4,1,0,2774,0,0.721,0.435,0.0,38
0,33,F,1,Post-Graduate,Married,$60K - $80K,Blue,36,5,3,3,4134,1130,1.222,0.926,0.273,47
0,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2,2,11329,1180,0.648,0.571,0.104,36
0,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,2,9055,1560,0.696,0.8,0.172,39
0,37,M,1,High School,Married,$120K +,Blue,32,6,2,2,17393,1409,0.608,0.652,0.081,44
0,50,F,4,High School,Divorced,Less than $40K,Blue,43,6,3,4,5908,0,0.822,0.756,0.0,46
0,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6,2,3,5825,1815,1.132,0.879,0.312,45
0,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665,0,0.737,0.409,0.0,58
0,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,3797,1425,1.505,0.833,0.375,58
0,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4,3,4,3478,0,0.65,0.543,0.0,39
0,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734,0,0.855,0.762,0.0,34
0,37,M,3,Graduate,Married,$60K - $80K,Blue,23,4,3,2,3034,2167,0.711,0.485,0.714,42
0,39,M,4,Graduate,Married,Less than $40K,Blue,32,4,1,4,2973,2360,1.257,0.781,0.794,45
0,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4,1,2,24296,0,0.781,0.5,0.0,39
0,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969,1226,0.84,0.735,0.137,43
0,30,M,0,Graduate,Married,Less than $40K,Blue,36,3,3,2,2550,1623,0.65,0.275,0.636,36
1,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357,0,0.506,0.19,0.0,36
0,33,F,2,Uneducated,Divorced,Less than $40K,Blue,21,5,1,4,1475,986,0.896,0.833,0.668,57
0,47,M,3,Graduate,Single,$40K - $60K,Blue,36,3,6,2,5154,1407,0.666,0.778,0.273,52
0,37,F,2,High School,Single,Less than $40K,Blue,36,6,2,4,3586,1414,0.745,0.727,0.394,48
0,38,M,3,High School,Married,$60K - $80K,Blue,28,3,1,2,4646,1680,1.238,0.667,0.362,63
0,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640,1177,0.695,0.784,0.718,47
0,34,M,2,High School,Married,$60K - $80K,Blue,36,5,2,4,2379,1982,1.194,1.381,0.833,59
0,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,3422,0,0.929,0.686,0.0,33
0,43,M,3,Graduate,Divorced,$60K - $80K,Blue,28,3,2,3,4365,0,0.32,0.379,0.0,43
1,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938,2089,0.72,0.238,0.063,43
0,48,M,4,Post-Graduate,Divorced,$40K - $60K,Blue,44,6,2,4,6710,1942,0.777,0.85,0.289,46
0,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,3,4,2507,1544,0.906,0.789,0.616,58
1,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184,0,1.016,0.286,0.0,63
0,36,F,2,College,Married,Less than $40K,Blue,29,6,3,4,2029,1190,0.628,0.481,0.586,45
0,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6,3,2,16659,0,1.012,0.609,0.0,34
0,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203,1394,0.57,0.364,0.633,39
0,54,F,3,High School,Married,$60K - $80K,Blue,38,4,2,4,5122,1642,0.935,0.696,0.321,48
0,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1,3,3074,2390,0.421,0.583,0.777,36
0,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,3,2,2584,0,0.593,0.647,0.0,65
0,31,M,1,Graduate,Single,$40K - $60K,Blue,26,4,1,2,2037,0,0.88,0.641,0.0,40
0,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938,1412,0.677,0.636,0.095,53
0,38,M,3,High School,Married,$60K - $80K,Blue,31,6,1,2,2014,896,1.055,0.857,0.445,47
1,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818,0,0.651,0.774,0.0,37
0,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,14926,0,0.635,0.667,0.0,43
0,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827,1308,0.79,0.618,0.463,59
0,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2,4,2773,1507,1.06,1.083,0.543,47
0,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033,560,0.963,1.067,0.035,37
0,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3,4,3213,2517,0.507,0.773,0.783,47
0,33,F,3,High School,Divorced,Less than $40K,Blue,26,5,1,3,3616,0,0.912,1.0,0.0,43
0,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,1,3,5924,1023,0.765,0.778,0.173,41
0,47,M,4,Graduate,Married,$40K - $60K,Blue,41,5,3,4,14535,0,0.711,0.689,0.0,39
0,59,F,0,High School,Married,Less than $40K,Blue,49,6,2,4,2833,1609,0.78,1.3,0.568,58
0,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2,3,1479,601,0.607,0.6,0.406,50
0,34,F,3,Post-Graduate,Single,$60K - $80K,Blue,29,3,1,4,1617,1347,0.73,0.719,0.833,46
0,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237,451,0.837,0.44,0.202,60
0,45,M,4,College,Single,$120K +,Blue,40,3,3,3,2900,1782,1.351,0.561,0.614,73
0,54,F,2,Graduate,Married,$60K - $80K,Blue,45,4,3,2,13126,2086,0.659,0.762,0.159,49
0,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,1,3,8695,1407,0.634,0.706,0.162,35
0,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3,4,6692,1897,1.035,0.689,0.283,51
0,57,F,4,College,Married,Less than $40K,Blue,36,3,1,2,2159,1004,0.603,0.111,0.465,45
0,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2,2,2501,1909,0.956,1.125,0.763,54
0,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338,2379,0.624,0.5,0.375,43
1,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190,0,0.908,0.583,0.0,37
0,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2,3,7578,1628,0.721,1.231,0.215,45
0,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963,1466,1.378,0.846,0.495,52
0,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260,2077,1.167,0.621,0.251,49
1,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4,3,8309,858,0.888,0.4,0.103,33
0,55,M,0,High School,Married,$80K - $120K,Blue,35,5,1,4,3864,1901,0.289,0.391,0.492,31
0,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230,1082,0.658,0.545,0.106,43
1,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382,0,0.418,0.25,0.0,69
0,39,M,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790,1798,0.973,0.556,0.07,34
0,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1,3,2675,2517,0.957,1.0,0.941,34
0,49,F,3,College,Divorced,Less than $40K,Blue,38,3,3,4,1652,812,0.548,0.516,0.492,37
0,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815,1698,0.896,0.448,0.292,38
0,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1,2,2595,2189,0.276,0.174,0.844,57
0,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,3421,2308,2.037,1.053,0.675,58
0,63,M,2,High School,Married,$80K - $120K,Blue,51,4,2,3,6922,1704,0.278,0.217,0.246,51
0,43,F,2,College,Married,Less than $40K,Blue,36,6,2,4,6979,898,0.565,0.375,0.129,37
0,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594,0,0.526,0.387,0.0,33
0,35,F,4,High School,Single,$60K - $80K,Blue,24,5,2,4,16915,1679,0.834,0.833,0.099,50
1,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516,0,1.014,0.35,0.0,38
0,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523,1877,1.631,1.174,0.744,40
1,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235,0,0.848,0.478,0.0,36
0,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473,0,0.813,0.857,0.0,53
0,36,M,3,College,Married,$120K +,Blue,26,3,2,3,17116,939,1.575,0.731,0.055,56
0,37,M,2,College,Married,$80K - $120K,Blue,17,5,3,2,4631,1991,1.669,0.947,0.43,77
0,39,M,2,High School,Married,$60K - $80K,Blue,19,3,3,2,3047,2150,0.882,1.312,0.706,43
0,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338,1664,0.919,0.766,0.051,36
0,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,2253,1375,0.388,0.31,0.61,34
0,45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,16611,0,0.954,0.6,0.0,40
0,34,M,2,High School,Single,$60K - $80K,Blue,36,3,4,2,22886,836,0.889,0.743,0.037,43
0,29,M,0,Doctorate,Divorced,$80K - $120K,Blue,14,6,3,3,3544,0,0.718,1.032,0.0,38
0,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480,0,0.731,0.829,0.0,36
0,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549,1880,0.624,0.571,0.53,55
0,26,F,1,College,Single,Less than $40K,Blue,15,5,2,4,1438,737,0.806,0.5,0.512,73
0,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,3,3136,1422,0.591,0.889,0.453,37
0,47,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,34516,933,0.946,0.6,0.027,56
0,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3,2,6814,1570,0.653,0.364,0.23,44
0,48,M,2,Post-Graduate,Married,$120K +,Silver,32,3,2,4,34516,2098,0.741,0.784,0.061,46
0,36,F,1,High School,Married,$60K - $80K,Blue,36,6,3,4,8500,2517,0.445,1.312,0.296,43
0,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3,3,2,28170,1859,0.568,0.75,0.066,36
0,54,F,2,Graduate,Single,Less than $40K,Blue,48,6,1,4,6610,928,0.894,0.683,0.14,48
0,37,M,1,College,Single,$60K - $80K,Blue,26,6,3,2,15755,1410,0.839,0.649,0.089,33
0,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711,2073,0.711,0.75,0.765,37
0,38,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735,1199,0.886,0.75,0.321,44
0,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,10216,1822,0.778,0.683,0.178,37
0,40,F,3,Graduate,Married,$60K - $80K,Blue,28,6,1,2,20420,1657,1.038,0.864,0.081,44
1,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662,0,0.153,0.0,0.0,32
0,26,F,0,High School,Single,$60K - $80K,Blue,13,4,3,3,3038,1460,0.98,0.462,0.481,59
0,45,M,3,High School,Single,$60K - $80K,Blue,35,5,3,3,7050,659,0.52,1.0,0.093,34
0,26,M,0,High School,Single,Less than $40K,Blue,13,6,1,4,1775,1162,0.93,0.536,0.655,50
0,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2,2,8960,1054,0.414,0.368,0.118,57
0,33,M,2,College,Married,$80K - $120K,Blue,36,3,1,2,2355,1773,0.774,0.929,0.753,65
0,57,F,4,High School,Married,$40K - $60K,Blue,47,5,2,4,6803,1332,0.809,0.579,0.196,49
0,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145,1207,0.521,0.476,0.563,41
0,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,3919,1640,0.8,0.5,0.418,36
0,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500,0,0.626,0.703,0.0,38
0,62,F,1,High School,Married,Less than $40K,Blue,54,3,3,4,2941,1173,0.436,0.35,0.399,53
0,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102,0,0.537,0.281,0.0,58
1,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866,2389,0.395,0.182,0.348,66
0,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378,1540,0.547,0.28,0.148,40
0,47,F,3,High School,Married,$60K - $80K,Blue,43,4,3,2,13473,1335,0.814,0.484,0.099,34
0,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,3,3,18178,0,0.922,0.682,0.0,49
0,48,F,2,Graduate,Single,$60K - $80K,Blue,43,5,3,4,8171,852,0.639,0.733,0.104,36
0,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1438,0,0.782,0.464,0.0,52
0,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082,2307,0.637,1.071,0.285,59
0,57,M,3,High School,Divorced,$60K - $80K,Blue,48,5,2,3,24589,1640,0.4,0.625,0.067,55
0,62,F,0,Graduate,Single,$60K - $80K,Silver,49,5,1,2,30310,0,0.777,0.492,0.0,40
0,55,F,2,College,Married,Less than $40K,Blue,36,6,3,4,2967,2129,1.075,0.788,0.718,36
0,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5,2,3,3092,1825,1.46,0.488,0.59,47
0,54,M,1,High School,Married,$80K - $120K,Blue,42,5,3,2,1618,668,0.552,0.476,0.413,48
0,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,2,3,2498,1632,0.712,1.188,0.653,58
0,46,M,3,Graduate,Married,$40K - $60K,Blue,41,5,2,2,2564,0,1.026,0.364,0.0,45
0,43,M,3,Graduate,Married,$80K - $120K,Blue,34,3,4,4,10540,1489,1.029,0.607,0.141,44
0,34,M,2,Graduate,Married,$120K +,Blue,28,4,3,3,13384,1853,0.807,0.833,0.138,57
0,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,2,4,16208,1278,0.543,0.436,0.079,32
0,36,F,2,College,Married,Less than $40K,Blue,27,3,3,4,3049,2198,1.546,1.0,0.721,54
0,44,M,1,Graduate,Married,$80K - $120K,Blue,33,5,4,3,19214,0,0.998,1.136,0.0,72
0,39,M,2,High School,Married,$60K - $80K,Blue,25,5,2,3,3071,2517,0.583,0.565,0.82,49
0,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3,1,3,13395,1678,1.006,0.865,0.125,38
0,40,M,3,Graduate,Married,$60K - $80K,Blue,31,6,3,4,17126,1201,0.802,0.881,0.07,49
0,42,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,8083,0,1.076,0.75,0.0,46
0,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4,2,3,8995,1547,0.923,0.794,0.172,39
0,26,F,1,High School,Single,Less than $40K,Blue,13,3,2,3,2404,1198,0.501,0.5,0.498,42
0,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2,2,2807,1845,1.027,1.0,0.657,51
0,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,2,3097,827,0.511,0.263,0.267,57
0,45,M,3,Doctorate,Single,$80K - $120K,Blue,37,6,2,2,10651,672,0.767,0.543,0.063,38
0,61,M,2,High School,Single,$60K - $80K,Blue,47,5,2,3,2175,1404,0.633,0.778,0.646,62
0,41,M,4,College,Married,$120K +,Blue,28,5,3,0,28020,1470,1.226,1.25,0.052,47
0,35,F,1,Graduate,Single,Less than $40K,Blue,23,4,3,3,2640,1051,0.833,0.6,0.398,38
0,34,M,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313,2152,0.679,0.676,0.069,41
0,37,M,2,High School,Married,$80K - $120K,Blue,31,3,2,4,7304,0,1.144,0.703,0.0,43
1,46,M,2,Uneducated,Divorced,$60K - $80K,Blue,32,6,2,3,3254,0,0.733,1.182,0.0,40
0,26,M,1,College,Divorced,$40K - $60K,Blue,21,3,3,2,1438,0,0.745,0.712,0.0,29
0,54,F,3,High School,Married,Less than $40K,Blue,41,5,4,4,3161,1220,0.82,0.824,0.386,38
1,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,4,7246,0,0.612,0.625,0.0,59
0,56,F,5,Graduate,Married,Less than $40K,Blue,36,5,4,4,3088,2517,0.848,0.862,0.815,42
0,42,F,4,College,Single,Less than $40K,Silver,32,6,3,2,13719,1384,1.201,0.658,0.101,59
0,30,M,1,Graduate,Married,$40K - $60K,Blue,18,5,1,3,4726,1380,0.622,0.55,0.292,55
0,32,M,1,College,Married,Less than $40K,Blue,36,5,3,3,6100,1520,0.853,0.882,0.249,52
0,40,M,2,High School,Single,$80K - $120K,Blue,28,6,2,4,19279,1427,0.892,0.647,0.074,31
0,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792,1625,0.618,0.625,0.429,48
0,64,M,0,Graduate,Married,Less than $40K,Blue,53,3,3,4,2084,1647,0.664,0.542,0.79,43
0,33,M,1,High School,Single,$80K - $120K,Blue,28,4,3,3,34516,0,0.636,0.842,0.0,40
0,52,M,3,Post-Graduate,Married,$80K - $120K,Blue,43,5,2,2,6849,2126,0.611,0.344,0.31,38
0,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,3,4,2417,1932,1.044,0.786,0.799,47
0,41,F,4,Uneducated,Single,$60K - $80K,Blue,33,6,4,3,5802,2490,0.849,1.038,0.429,63
0,38,M,2,Graduate,Married,$40K - $60K,Blue,31,3,2,2,2919,2192,1.073,0.966,0.751,42
0,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4,1,2,2462,2021,0.966,0.676,0.821,40
0,43,F,3,Doctorate,Married,$60K - $80K,Blue,38,3,4,2,1947,0,0.838,1.0,0.0,40
1,40,M,3,High School,Single,$80K - $120K,Blue,29,2,2,4,18563,0,0.729,0.552,0.0,53
0,37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,3992,1289,1.008,0.6,0.323,68
0,32,M,1,High School,Married,Less than $40K,Blue,14,4,2,2,3568,2175,1.368,0.667,0.61,54
0,36,M,2,Graduate,Single,$60K - $80K,Blue,27,3,3,2,7776,831,1.007,0.891,0.107,35
1,58,M,0,High School,Divorced,$40K - $60K,Blue,42,3,2,3,1438,0,0.835,1.444,0.0,49
0,53,M,3,High School,Married,$80K - $120K,Blue,36,3,3,3,9355,715,0.422,0.727,0.076,29
0,37,F,3,High School,Single,$60K - $80K,Blue,32,3,4,4,19636,1566,0.649,0.611,0.08,44
0,47,M,2,Graduate,Single,$40K - $60K,Blue,36,6,3,3,7327,0,0.857,0.586,0.0,38
0,36,M,1,Uneducated,Single,$120K +,Blue,25,6,3,2,7049,1932,0.804,0.545,0.274,51
0,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,3,2,2033,1471,0.672,0.41,0.724,40
0,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5,1,3,5153,2517,1.488,0.969,0.488,49
0,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2,2,2062,1665,1.276,0.64,0.807,58
0,37,F,3,Graduate,Single,Less than $40K,Blue,31,3,3,4,2005,1517,0.729,0.848,0.757,39
0,26,M,1,College,Single,Less than $40K,Blue,13,6,2,3,2479,828,0.44,0.294,0.334,50
0,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5,4,4,4589,1622,0.425,0.269,0.353,47
0,35,M,2,Doctorate,Married,$80K - $120K,Blue,36,6,2,2,2263,1188,0.84,0.382,0.525,41
0,58,M,3,High School,Married,$60K - $80K,Blue,46,5,3,2,8184,1205,0.965,0.69,0.147,43
0,32,M,0,Graduate,Single,$60K - $80K,Blue,27,6,3,3,9238,0,0.809,0.478,0.0,37
0,47,M,3,High School,Married,$80K - $120K,Blue,36,6,3,3,30210,1194,0.948,0.667,0.04,53
0,32,M,0,Graduate,Single,Less than $40K,Blue,26,6,3,3,6942,0,0.544,0.69,0.0,37
0,56,M,3,High School,Married,$60K - $80K,Blue,37,3,3,3,14551,2517,0.92,0.591,0.173,39
0,34,F,2,Doctorate,Single,Less than $40K,Blue,13,5,1,2,1438,0,0.946,0.763,0.0,38
0,65,M,0,High School,Single,$60K - $80K,Blue,56,3,2,2,11332,633,1.514,1.24,0.056,49
0,55,M,2,Uneducated,Married,$120K +,Blue,48,5,2,3,30967,817,0.378,0.522,0.026,42
0,43,M,0,High School,Married,$80K - $120K,Blue,36,5,3,3,7866,0,0.747,0.828,0.0,53
0,31,M,2,College,Married,Less than $40K,Blue,21,6,2,4,2718,1920,1.604,1.042,0.706,52
0,54,F,1,College,Married,Less than $40K,Blue,36,4,2,4,3084,2517,0.651,0.833,0.816,65
0,52,M,3,Graduate,Married,$80K - $120K,Blue,42,5,2,4,17302,1339,0.631,1.0,0.077,39
0,48,M,3,College,Divorced,$40K - $60K,Blue,36,3,3,3,12159,1665,0.608,0.545,0.137,41
0,54,F,1,High School,Single,Less than $40K,Blue,47,6,4,3,2797,1627,0.413,0.714,0.582,43
0,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618,1812,0.706,0.911,0.692,38
1,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2,3,1442,1428,0.496,0.238,0.99,43
0,30,F,2,Uneducated,Married,Less than $40K,Blue,24,4,2,1,2063,0,0.553,0.536,0.0,43
0,49,F,5,Graduate,Married,Less than $40K,Blue,43,4,2,3,8154,0,0.964,0.946,0.0,30
0,36,F,2,Graduate,Divorced,$40K - $60K,Blue,20,4,3,2,9735,1245,1.079,0.739,0.128,37
0,56,M,4,Doctorate,Married,$80K - $120K,Blue,49,3,4,2,4310,2229,0.643,0.941,0.517,49
0,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3,1,11450,2129,0.956,0.957,0.186,48
1,39,M,2,Uneducated,Married,$120K +,Blue,26,2,3,4,8906,0,0.315,0.25,0.0,53
0,34,M,3,College,Married,$60K - $80K,Blue,23,5,3,2,4245,1815,0.846,0.545,0.428,45
0,53,M,2,College,Married,$80K - $120K,Blue,45,4,4,4,21953,1311,0.443,0.37,0.06,38
0,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1,3,1614,925,0.598,0.75,0.573,42
0,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,4,2,5140,2517,0.876,0.714,0.49,51
0,57,M,1,High School,Married,$120K +,Blue,46,3,3,4,31762,2517,0.735,0.714,0.079,42
0,48,F,4,Graduate,Single,$60K - $80K,Blue,40,4,4,4,11692,648,1.265,0.867,0.055,53
0,37,M,3,High School,Married,$60K - $80K,Blue,30,6,2,4,16043,0,1.509,1.136,0.0,55
0,36,M,1,Graduate,Married,$80K - $120K,Blue,32,4,4,3,15488,1463,1.28,0.724,0.094,58
0,39,M,3,College,Divorced,$40K - $60K,Blue,34,3,3,2,2503,2185,0.5,0.758,0.873,71
0,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4,3,2,3312,2491,0.62,0.667,0.752,53
0,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2,4,6269,1169,0.743,0.727,0.186,38
0,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,1,20337,1605,0.805,1.312,0.079,33
0,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,2224,1106,0.501,0.367,0.497,41
1,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100,2517,0.35,0.2,0.812,57
0,38,M,2,High School,Divorced,$60K - $80K,Silver,26,4,2,0,26437,681,1.021,0.727,0.026,38
0,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,2,9959,1476,0.952,1.0,0.148,62
0,39,M,1,Doctorate,Single,$80K - $120K,Blue,36,5,3,3,25008,876,0.859,1.048,0.035,40
0,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2031,0,0.752,0.8,0.0,46
0,58,M,1,Graduate,Married,$80K - $120K,Blue,49,6,4,2,1654,1253,0.508,0.538,0.758,31
0,58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4,3,4608,1077,0.694,0.632,0.234,49
0,37,M,3,Graduate,Married,$40K - $60K,Blue,36,6,4,1,3908,1629,0.775,0.5,0.417,63
0,54,M,3,Graduate,Married,$80K - $120K,Blue,46,4,3,2,2798,1256,1.132,0.774,0.449,47
0,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551,2253,0.688,0.909,0.883,59
0,36,F,2,Graduate,Married,$60K - $80K,Blue,26,5,2,2,8621,1251,0.696,0.48,0.145,53
0,53,M,3,Graduate,Married,$40K - $60K,Blue,43,6,4,2,7451,683,0.924,0.96,0.092,44
0,34,F,1,College,Married,Less than $40K,Blue,30,3,3,3,2617,1010,0.659,0.679,0.386,42
1,35,M,4,Graduate,Married,$80K - $120K,Blue,24,6,3,4,12634,0,0.323,0.286,0.0,39
0,32,M,3,Graduate,Married,$40K - $60K,Blue,18,5,3,3,6407,963,1.052,0.72,0.15,44
0,38,M,2,Uneducated,Married,Less than $40K,Blue,27,6,2,4,1438,0,0.945,0.657,0.0,41
0,37,M,3,Uneducated,Married,$80K - $120K,Blue,28,6,2,2,2672,1259,1.375,0.625,0.471,47
0,37,F,3,High School,Married,$60K - $80K,Blue,36,6,3,4,11948,1281,1.159,0.889,0.107,54
0,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,2677,1390,0.732,0.465,0.519,34
0,52,F,3,Doctorate,Single,$60K - $80K,Blue,36,3,2,1,24703,1085,0.998,0.575,0.044,75
0,54,M,3,High School,Married,$60K - $80K,Blue,43,6,3,4,2240,1580,0.745,0.8,0.705,42
0,53,M,3,College,Married,$80K - $120K,Blue,40,4,4,4,6052,1720,0.683,0.423,0.284,39
0,33,F,3,College,Single,Less than $40K,Blue,23,6,4,1,2562,1968,0.546,0.591,0.768,32
0,49,M,2,Graduate,Married,$60K - $80K,Blue,43,4,4,4,15377,1516,0.627,1.042,0.099,37
1,37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654,0,0.446,0.385,0.0,47
0,31,M,1,Uneducated,Married,$40K - $60K,Blue,24,5,2,3,1438,0,0.665,0.4,0.0,47
0,43,M,3,Graduate,Single,$120K +,Blue,31,3,3,3,1438,0,0.663,0.875,0.0,41
0,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040,1220,0.862,0.4,0.076,39
0,38,M,2,High School,Married,$40K - $60K,Blue,36,3,3,1,2801,1980,0.882,0.406,0.707,35
0,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,4,2,2658,1158,0.476,0.464,0.436,44
0,58,F,1,Graduate,Married,$40K - $60K,Blue,48,3,3,2,12423,1910,0.405,0.357,0.154,31
